TIME,POS_X,POS_Y,POS_Z,ROLL,PITCH,YAW,VEL_X,VEL_Y,VEL_Z,ROLL_RATE,PITCH_RATE,YAW_RATE,CMD_ROLL,CMD_PITCH,CMD_YAW,CMD_THRUST,DES_POS_X,DES_POS_Y,DES_POS_Z,DES_YAW,DES_VEL_X,DES_VEL_Y,DES_VEL_Z,STATUS,VICON_POS_X,VICON_POS_Y,VICON_POS_Z,VICON_ROLL,VICON_PITCH,VICON_YAW,ACC_X,ACC_Y,ACC_Z,ROLL_ACC,PITCH_ACC,YAW_ACC,PITCH_PRED,PITCH_ACT,OBS_POS_X,OBS_POS_Z,OBS_VEL_X,OBS_VEL_Z,OBS_PITCH,OBS_PITCH_RATE,INFERENCE_TIME,POS_ERROR,VICON_VEL_X,VICON_VEL_Y,VICON_VEL_Z,VICON_ROLL_RATE,VICON_PITCH_RATE,VICON_YAW_RATE,CMD_FORCE
1745262874.3372967,-0.002446039090470198,-0.010582755682224422,0.05394887397947504,0.05887109482534656,0.017799666855937722,-0.050399468742132636,-0.0009876981588341634,-0.0006422537870756386,-0.00016559492410311274,0.010786446443247829,0.0052959222692378115,-0.006360600984832116,-0.0002893150298802993,0.00044492676453411484,0.0,52335.267630116214,-0.002446039090470198,-0.010582755682224422,0.05394887397947504,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0024666356778001433,-0.010558761239822925,0.05396257566131571,0.0576060165380928,0.017869770979314064,-0.04907629572846441,,,,,,,,,,,,,,,,0.0,,,,,,,0.44313819641986646
1745262874.3550541,-0.0024990947492394768,-0.010541822942776223,0.05394291374667508,0.05917465722263154,0.014976163413983197,-0.04907975025036553,-0.005881206155311889,0.006147256005327764,0.0011780715825889046,-0.002418646668616707,-0.018767127244399877,0.001278983400250656,0.0027625013258840187,0.0026552864602547026,-2.168404344971009e-19,52915.983765531746,-0.002446039090470198,-0.010582755682224422,0.059974677329924245,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0024900063349858922,-0.010597940025247748,0.05395327942270368,0.05857063676335164,0.018997265462209506,-0.049553544658134524,,,,,,,,,,,,,,,,0.006032135800551659,,,,,,,0.4502396275560792
1745262874.374677,-0.002460325782748922,-0.01062983292156914,0.05397987564377469,0.06022506911476026,0.01563836968508201,-0.04944625248398933,-5.870859308570314e-05,-0.00543032450904727,0.0014081265484089558,0.016874600200526356,-0.020814240433853323,0.004345102025061903,-0.002410357628951507,3.822821986121383e-05,0.0,53497.3941941497,-0.002446039090470198,-0.010582755682224422,0.06600048068037345,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.002460325782748922,-0.01062983292156914,0.05397987564377469,0.06054282317597871,0.016283117922799156,-0.0490337118690436,,,,,,,,,,,,,,,,0.012020705712309246,,,,,,,0.4574425581729596
1745262874.395125,-0.0023808218193070584,-0.010624381240028399,0.05390291947162745,0.058439386231160975,0.016986710389655175,-0.05247179565463259,0.0032988983880834688,-0.0034280607657638223,-0.003760181097582053,-0.011712922794270905,-0.028463841093001735,-0.05407500375477986,-0.0015003072737245634,-0.0014651736453390463,-1.0842021724855044e-19,54272.225201591755,-0.002446039090470198,-0.010582755682224422,0.07202628403082265,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0023263490384920916,-0.010553433147461506,0.05389960602168359,0.05942642153938554,0.01367486256664321,-0.04973324582794536,,,,,,,,,,,,,,,,0.018123529703813573,,,,,,,0.46719289190116275
1745262874.4146788,-0.0024214434616985653,-0.01066239802004225,0.05397774099672,0.05913004144126949,0.01571628173435961,-0.05072310648884472,0.0002057690069087125,-0.00839472742312048,0.0036950244772780624,0.010876842064653015,-0.025826165198943096,0.020197858602576124,-0.003620300613954797,-0.00010794569298111512,-2.168404344971009e-19,54618.1565505305,-0.002446039090470198,-0.010582755682224422,0.07805208738127185,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.002405241377230797,-0.01056513753752698,0.05396969270331058,0.0569947879400266,0.011353536611821959,-0.05062903964988339,,,,,,,,,,,,,,,,0.02407449068392336,,,,,,,0.4716040581080789
1745262874.4346473,-0.0024281015594806673,-0.010609868789731147,0.05396907550333904,0.05836087769713956,0.014625135987751638,-0.05013588941942664,0.00021631557267562905,0.0007476296551847292,-0.00046779589966720533,-0.007855940904613879,-0.02240561763022933,0.01037757480930203,0.00028750033054435176,-0.00010476429132810772,-2.710505431213761e-20,55342.77065386171,-0.002446039090470198,-0.010582755682224422,0.08407789073172106,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.002442395450550044,-0.010617235912127829,0.05398088924796631,0.057715671323912345,0.018355512089705726,-0.053130603193968895,,,,,,,,,,,,,,,,0.03010883277931022,,,,,,,0.480965383247915
1745262874.4545553,-0.0025474096307745425,-0.01059967919546107,0.05401376302816632,0.0557890099267035,0.019462201043074487,-0.05135519634952302,-0.007996777441055952,-2.4754207307892302e-05,-0.0017300888287496272,-0.07507392660759672,-0.029978098433615406,-0.025565858877573115,-2.4276348768845373e-05,0.0033478997640530306,0.0,55955.78484604024,-0.002446039090470198,-0.010582755682224422,0.09010369408217025,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0025474096307745425,-0.01059967919546107,0.05401376302816632,0.0533261792767778,0.01916157633891058,-0.052566904970439546,,,,,,,,,,,,,,,,0.036090077388037,,,,,,,0.4890186909891019
1745262874.4752686,-0.0024938080032583737,-0.010650489590737462,0.05409502428268287,0.059257617253621546,0.019323744535428497,-0.05161041803832872,0.007666543858935379,-0.005066703432017733,0.0062534159703645596,0.049126804170873395,-0.016606245332931358,-0.0017224894380759156,-0.0021060849138461847,-0.0030641648789162534,-2.168404344971009e-19,56261.27992613581,-0.002446039090470198,-0.010582755682224422,0.09612949743261946,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0024938080032583737,-0.010650489590737462,0.05409502428268287,0.06125492249552364,0.023356382855519373,-0.0511565367791735,,,,,,,,,,,,,,,,0.04203455486554047,,,,,,,0.493079759964618
1745262874.4945605,-0.002629824483813476,-0.010540067596004725,0.054234285769477586,0.05622651374752808,0.012435644832045002,-0.05612214779149527,-0.005965835309937637,0.012469366240301882,0.007507524554649463,-0.0481555905985594,-0.026492561378096805,-0.10601118842298277,0.005011131692722553,0.002528697445837169,4.336808689942018e-19,56802.444981800516,-0.002446039090470198,-0.010582755682224422,0.10215530078306867,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.0026417144051612256,-0.010556144926710852,0.05433030728345279,0.06255137793363472,0.017075219025913236,-0.0488885915335204,,,,,,,,,,,,,,,,0.047921386449854865,,,,,,,0.5003546097417864
1745262874.5149167,-0.0028620839279292435,-0.010584830852501358,0.05461730282428093,0.059114264790947696,0.008480881127853336,-0.04814040226197798,-0.008810331513612574,0.00021570980382070717,0.013087711818650725,0.015463165081049094,-0.020914331953578655,0.06225124367005897,8.324342338501955e-05,0.003813326147090512,-6.776263578034403e-21,57145.17827810441,-0.002446039090470198,-0.010582755682224422,0.10818110413351788,0.0,0.0,0.0,0.3012901675224602,TAKEOFF,-0.002914127888385694,-0.010486999634636346,0.05486499095925448,0.05377904989146446,0.006995397165460577,-0.05090499274301796,,,,,,,,,,,,,,,,0.0535654170926403,,,,,,,0.5050171859102575
